Name,Platform,Critic_Score,User_Score
S??bastien Loeb Rally EVO,PS4,,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,,
Corpse Party,PSP,7,
PQ2: Practical Intelligence Quotient,PSP,,
Extinction,XOne,5.2,1.1
My Riding Stables: Life with Horses,NS,,
Chronicles of the Sword,PS,,
DuckTales: Remastered,PS3,8.6,
Keiba Eight Special,SNES,,
The Lost Vikings,GBA,,
XBlaze Lost: Memories,PS3,,
Apex Construct,PS4,7.2,7
Bejeweled Twist,PC,7.4,
Secret Files: Tunguska,DS,,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,,
Harukanaru Toki no Naka de 3,PS2,,
Fishing Sim World,PS4,,
Star Wars: Republic Commando,PC,,7.7
Reel Fishing: The Great Outdoors,PSP,2.1,
Guild 01,3DS,,
Hotel for Dogs,Wii,,
Corpse Party: Blood Covered - Repeated Fear,3DS,,
Durarara!! 3-way Standoff,PSP,,
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,,
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,,
Beastly Frantic Foto,DS,,
Hokuto no Ken,PS2,,
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,,
Payday 2,PC,7.9,3.7
Resident Evil 4,XOne,7.6,8
Stretch Panic,PS2,7,
George of The Jungle and the Search for the Secret,DS,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,,
Baku Baku,SAT,,
Fishdom,DS,,
SD Gundam: Over Galaxian,PS,,
Rogue Ops,GC,6.1,
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,,
Smart Kid's Party Fun Pak,DS,,
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,3.5,
BeatMania IIDX 3rd Style,PS2,,
Dream Salon,Wii,,
Metal Max Xeno,PS4,6.1,5.4
The Technomancer,XOne,6.8,7.3
Hummer Badlands,PS2,,
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,,
Toki Collector's Edition,NS,,
Rock of the Dead,PS3,5,
Don't Starve,PS4,7.5,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,,
Furu Furu Park,Wii,3.5,
Surviving Mars,XOne,7.6,6.5
Alter Echo,XB,6.8,
BeatMania IIDX 4th Style: New Songs Collection,PS2,,
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,,
Cars 3: Driven to Win,XOne,5.9,7
G1 Grand Prix,3DS,,
Around the World in 80 Days,GBA,3.5,
Houkago Shounen,DS,,
Classic Dungeon X2,PSP,,
I am Setsuna,NS,7,
Pinball Tycoon,GBA,,
Whirl Tour,GC,5.1,
Major League Baseball 2K11,PS2,,
Cartoon Network Block Party,GBA,4,
Nicktoons: Attack of the Toybots,DS,7,
Power Spike Pro Beach Volleyball,PS,6.5,
Toukiden: The Age of Demons,PSP,,
White Album: Tsuzurareru Fuyu no Omoide,PS3,,
Harukanaru Toki no Naka de: Yumenoukihashi,DS,,
Red Faction: Guerrilla Re-Mars-tered,XOne,7.3,4.4
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,,
SD Gundam: Scad Hammers,Wii,,
Yowamushi Pedal Asu e no High Cadence,3DS,,
Spitfire Heroes: Tales of the Royal Air Force,DS,5.5,
Dakar 18,PS4,5.3,5
Super Bust-A-Move,GBA,8.8,
Mega Man Battle Chip Challenge,GBA,4,
Freelancer,PC,9.2,
ZooCube,GBA,8.6,
Stunt GP,PS2,5,
D.Gray-man: Kami no Shitotachi,DS,,
NBA 2K,DC,8.9,
Strikers 1945,SAT,,
Jikkyou Oshaberi Parodius,SNES,,
Super Jinsei Game 2,SNES,,
World Series of Poker,GC,4.7,
ARK Park,PS4,4.6,4.5
J-League Winning Eleven 2010: Club Championship,PS2,,
Johnny Bazookatone,PS,5,
Reader Rabbit 2nd Grade,Wii,,
TNA iMPACT: Cross the Line,DS,,
Reign of Fire,GBA,,
Koihime Musou,PS2,,
Singularity,PC,7.5,
Deadliest Catch: Alaskan Storm,X360,6.4,
Kekkon Zenya,SAT,,
Ms Saga: A New Dawn,PS2,,
Cartoon Network Racing,DS,5.8,
Finny the Fish & the Seven Waters,PS2,,
Barnyard,GBA,5.6,
The Grim Adventures Of Billy & Mandy,Wii,6.6,
Next Generation of Chaos,PS2,,
GrimGrimoire,PS2,7.7,
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,,
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,6.9,
Golden Axe: The Duel,SAT,,
J-League '96 Dream Stadium,SNES,,
Crime Life: Gang Wars,XB,3.9,
Tokimeki Memorial: Girls Side 1st Love,DS,,
Rugby 2005,XB,8,
Rock 'N Roll Racing,GBA,,
Taito Legends,XB,,
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,7.8,7.7
Silhouette Mirage,PS,8.9,
Dynasty Warriors Vol. 2,PSP,5.4,
Gaist Crusher,3DS,,
Battle Chasers: Nightwar,NS,8.5,8
Treasure Report: Kikai Jikake no Isan,DS,,
Growlanser VI: Precarious World,PS2,,
Yu-Gi-Oh! World Championship 2007,DS,,
B-Boy,PSP,3.8,
Block Kuzushi,SNES,,
LEGO Indiana Jones 2: The Adventure Continues,PC,6.8,
American Bass Challenge,GBA,6.7,
American Chopper 2: Full Throttle,GC,6,
Rugby 06,PS2,8.3,
Ultimate Ghosts 'n Goblins (JP sales),PSP,,
Fatal Frame II: Crimson Butterfly Director's Cut,XB,8.7,
2002 FIFA World Cup,GC,7.4,
Rock Band Country Track Pack 2,X360,,
Colin McRae Rally 2005,XB,9.1,
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,,
Pillars of Eternity,XOne,,
Wonder Boy: The Dragon's Trap (Remake),NS,7.4,7.5
Zoop,PS,,
Powerful Golf,DS,,
Saiyuki: Journey West,PS,8.4,
Secret Service,X360,4.5,
Yomawari: The Long Night Collection,NS,7.3,7.3
The Lord of the Rings: The Battle for Middle-Earth II,X360,8,
Detective Conan: Marionette Symphony,3DS,,
Pirates vs Ninja Dodgeball,Wii,,
Atelier Ayesha Plus: The Alchemist of Dusk,PSV,7.6,8.4
MTX Mototrax,PSP,,
Winter Sports 3: The Great Tournament,Wii,,
American Chopper 2: Full Throttle,XB,6,
Amnesia: Crowd,PSP,,
Just Sing,XOne,,
Carnival Games,XOne,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,,
Monster Hunter Frontier G,PS3,,
Medabots 9: Metabee Ver. / Rokusho Ver.,3DS,,
Gem Smashers,Wii,,
Ribbit King,GC,,
VR Soccer '96,PS,7.7,
Diabolik Lovers,PSP,,
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,,
Summoner: A Goddess Reborn,GC,8,
Apassionata: Die Galanacht der Pferde,DS,,
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,,
Test Drive: Ferrari Legends,X360,,
Mighty No. 9,XOne,5.5,4.1
E.X. Troopers,PS3,,
Nobunaga's Ambition II,3DS,,
Kiniro no Corda 2 Encore,PS2,,
M&M's Adventure,DS,,
ESPN Great Outdoor Games Bass 2002,GBA,5.5,
Sushi Go-Round,Wii,,
Need For Speed Underground,PC,,
Soul Eater: Medusa no Inbou,DS,,
Guild Wars Trilogy,PC,,
Batman: The Enemy Within,XOne,,
Monster Jam: Crush It,PS4,,
The Sims,PC,8.9,
Rugby Challenge 3,X360,,
WRC 7,XOne,7,7.7
Punch King,GBA,,
World Championship Pool 2004,PS2,,
Prison Architect,PS4,8,7.1
V-Rally 3,GBA,8,
Kakuto Chojin,XB,6.2,
Beyond Oasis,GEN,,
Robotech: Invasion,XB,,
Jewel Quest Mysteries,DS,,
Wii de Asobu Chibi-Robo!,Wii,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,7.5,
To Heart 2 DX Plus,PS3,,
Moon,DS,6.7,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,,
Frogger: Ancient Shadow,GC,5.3,
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,,
Code Lyoko,DS,,
Snoopy vs the Red Baron,PSP,,
Pet Vet: Down Under,DS,,
Ship Simulator Extremes,PC,,
"Warhammer 40,000: Dawn of War",PC,8.8,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,,
Kung Fu Panda: Showdown of Legendary Legends,3DS,,
Raze's Hell,XB,7,
Zumba Fitness: World Party,WiiU,,
Shin Megami Tensei NINE,XB,,
Magic Carpet,PS,7.5,
Hoshigami: Ruining Blue Earth,PS,4,
GunPey DS,DS,,
Cabela's African Safari,PSP,7.3,
Battleship / Connect Four / Sorry! / Trouble,DS,,
NightCaster II: Equinox,XB,,
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,,
SD Gundam G Generation World,Wii,,
Pony Friends,DS,7,
Billy the Wizard: Rocket Broomstick Racing,Wii,2,
Time Crisis: Project Titan,PS,8.5,
The Lost Treasures of Alexandria,DS,,
Crusader: No Remorse,PS,,
King's Quest: The Complete Collection,XOne,,
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,,
Ys: The Ark of Napishtim,PSP,6.1,
Black & Bruised,GC,,
Fishing Sim World,XOne,,
World Series of Poker: Tournament of Champions 2007 Edition,Wii,4.6,
Centipede: Infestation,3DS,,
Need for Speed Carbon,PC,7.9,
Balloon Pop,Wii,4.7,
Tom Clancy's Rainbow Six: Lockdown,GC,7.4,
Full Spectrum Warrior: Ten Hammers,XB,8.2,
Ashes Cricket,XOne,,
World Championship Poker: Featuring Howard Lederer - All In,X360,,
SpongeBob: HeroPants,3DS,,
Wing Island,Wii,5,
Worms Reloaded,PC,8.5,
MiniCopter: Adventure Flight,Wii,4,
Turok: Dinosaur Hunter,N64,8.6,
Marvel Pinball: Epic Collection Volume 1,XOne,,
Wonder World Amusement Park,Wii,,
Gitaroo Man,PS2,,
Taiko no Tatsujin Portable 2,PSP,,
Atari Flashback Classics: Volume 3,XOne,,
Super Bubble Pop,GC,4.2,
Dead or Alive Xtreme 3: Venus,PSV,,
FIFA Manager 12,PC,7.2,4
Rock of the Dead,X360,5,
Cabela's Trophy Bucks,X360,5.1,
Counter Force,Wii,4,
Owlboy,PS4,8.8,6.6
Time Travelers,PSV,,
Amnesia Later,PSP,,
Yaiba: Ninja Gaiden Z,X360,,
Crazy Chicken: Atlantis Quest,DS,,
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,,
Intellivision Lives!,XB,6,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,,
Test Drive Le Mans,PS,6.5,
Sesame Street: Elmo's A-to-Zoo Adventure,PC,,
Pool Party,Wii,2.4,
Monster Jam: Maximum Destruction,GC,,
Big Air Freestyle,GC,6.4,
Hakuouki SSL: Sweet School Life,PSV,,
Rimo-Cocoron,PS2,,
Mike Tyson Heavyweight Boxing,XB,3.1,
The Berenstain Bears and the Spooky Old Tree,GBA,,
The Escapists 2,NS,7.3,7
FIFA Soccer 10,PC,7,
Gravel,XOne,6.7,7
Rapala Fishing Frenzy 2009,X360,2.5,
Hakuoki: Warriors of the Shinsengumi,PSP,,
Hiiro no Kakera DS,DS,,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,,
Gummy Bears Mini Golf,DS,,
Jake Hunter Detective Story: Ghost of the Dusk,3DS,,
The Misadventures of Tron Bonne,PS,7.5,
Assault Suit Leynos,PS4,6.7,6.7
Boing! Docomodake DS,DS,7.5,
Color Cross,DS,,
Ray Gigant,PSV,7.2,8.1
Smash Court Tennis 3,PSP,7,
Professor Heinz Wolff's Gravity,DS,5.9,
Black Jack vs. Matsudajun,PS,,
Brave Story: New Traveller (jp sales),PSP,,
Assassin's Creed: Altair's Chronicles,DS,5.7,
Clever Kids: Creepy Crawlies,DS,,
March of the Penguins,DS,4,
Wrath Unleashed,XB,7.8,
River City Soccer Hooligans,DS,,
Cesar Millan's Dog Whisperer,DS,,
Garou Densetsu 3: Road to the Final Victory,SAT,,
Bleach: Soul Carnival,PSP,,
Winter Sports 2011,PS3,,
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,PS4,,
Double Dragon Advance,GBA,7.9,
SNK Heroines Tag Team Frenzy,NS,,
Bubble Bobble Revolution,DS,3.5,
The Bible Game,XB,6.5,
Inspector Gadget: Gadget's Crazy Maze,PS,,
World Fantasista,PS2,,
Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,6.7,7
Overcooked,PS4,,
Yager,XB,,
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,,
Ben 10 (2017),PS4,,
Lips: Deutsche Partyknaller,X360,,
Puyo Puyo Tetris,PS3,,
Cocoto Kart Racer,DS,4.5,
Futurama,XB,6.7,
My Body Coach,Wii,,
Pool Hall Pro,Wii,,
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,,
Fantastic Four: Rise of the Silver Surfer,Wii,,
Activision Anthology,GBA,8,
Aokana: Four Rhythm Across the Blue,PSV,,
Galaxy Racers,DS,,
Lux-Pain,DS,4.2,
Devil's Third,WiiU,3.8,5.7
Onrush,PS4,,
Wayne Gretzky's 3D Hockey '98,PS,,
Warriors All-Stars,PSV,,
Dead Cells,PS4,8.7,7.5
God Wars: Future Past,PSV,,
Trigger Man,XB,2,
Kimi ni Todoke: Tsutaeru Kimochi,DS,,
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,,
Bad Boys: Miami Takedown,GC,4.3,
Pro Evolution Soccer 2016,PC,7.6,4.2
Active Life: Magical Carnival,Wii,,
Short Track Racing: Trading Paint,PS2,,
Yuki Yuna is a Hero: Memory of the Forest,PSV,,
Game no Kanzume Vol 1,SCD,,
Jonah Lomu Rugby Challenge,PC,,
Rat Attack!,PS,,
The Tale of Despereaux,Wii,2.1,
Nanda's Island,DS,,
Ford Bold Moves Street Racing,PSP,3.5,
Cheer We Go!,DS,,
Danny Phantom: Urban Jungle,DS,,
Virtua Tennis 3,X360,8,
Sotsugyou II: Neo Generation,PS,,
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,,
Dead Alliance,PS4,,
Grey's Anatomy: The Video Game,DS,6,
The King of Fighters 2002: Unlimited Match,PS2,,
Art of Fighting Anthology,PS2,7,
Looney Tunes: Cartoon Conductor,DS,6.8,
Phoenix Wright: Revived Turnabout,DS,,
Rapala Trophies,PSP,7,
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,6.6,
The Hustle: Detroit Streets,PS2,6.8,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,,
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,,
Guilty Gear XX Accent Core,PS2,8.5,
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,,
National Geographic Panda (US sales),DS,,
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,,
BlazBlue: Chrono Phantasma Extend,PS3,,
Beyblade Burst: God,3DS,,
Millipede / Super Breakout / Lunar Lander,GBA,,
Disney's Donald Duck: Goin' Quackers,GC,,
World Trigger: Borderless Mission,PSV,,
Assault Rigs,PS,6,
Wolfenstein,PC,6.5,8
Candace Kane's Candy Factory,DS,5.8,
Sushi Go-Round,DS,,
Company of Heroes,PC,9.4,
Yes! PreCure 5,DS,,
Deer Hunter Reloaded,PS4,,
Trine 2: Director's Cut,WiiU,7.8,8
World Championship Spelling,DS,,
Enemy Front,X360,,
Supreme Commander,PC,8.7,
Fantastic Four: Rise of the Silver Surfer,DS,,
Operation Flashpoint: Elite,XB,5,
That's You!,PS4,7,7.1
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,,
Silent Hunter: Wolves of the Pacific,PC,8.8,
"Roswell Conspiracies: Aliens, Myths & Legends",PS,,
Front Mission,DS,7.8,
Forza Motorsport 3: Ultimate Collection,X360,,
Road Rage,XOne,,
Raid: World War II,PS4,4.6,3.5
Megadimension Neptunia VII,PS4,7.1,7
Shaun the Sheep,DS,6.5,
Boktai 2: Solar Boy Django,GBA,7.9,
Darius Burst: Chronicle Saviours,PSV,,
Angelique Duet,PS,,
Nobunaga's Ambition (2013),3DS,,
Shin Fortune Quest: Sokutaku no Kishi,PS,,
Doom,PC,8,
Family Fortunes,DS,,
Zero Escape The Nonary Games,PS4,,
Crushed Baseball,GBA,,
Dark Arena,GBA,6.8,
Heatseeker,PSP,4.8,
Gem Smashers,3DS,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,,
TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,XB,,
Microsoft Train Simulator,PC,8,
Honda ATV Fever,Wii,,
Ben 10 Galactic Racing,PSV,,
I.Q. Remix+: Intelligent Qube,PS2,,
Growlanser,PSP,,
Terraria,WiiU,,
Trollz: Hair Affair!,GBA,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,,
Grand Slam,PS,6,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,,
Genkai Tokki: Seven Pirates,PSV,,
Rugby Challenge 3,PS4,,
The King of Fighters 2000,PS2,7.4,
The Dark Spire,DS,8,
Lost Sphear,NS,6.5,7.3
Disney Planes Fire & Rescue,Wii,,
D.C.F.S.: Da Capo Four Seasons,PS2,,
Disney's Meet the Robinsons,GC,,
Kenka Bancho Otome,PSV,,
Hanayori Danshi: Koi Seyo Onago,DS,,
Harley-Davidson: Road Trip,Wii,,
Vikings: Wolves of Midgard,PS4,6.7,6.6
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,,
Devil May Cry HD Collection,XOne,7.1,6.9
For Honor,PC,7.6,5.2
Jewel Master: Cradle Of Rome 2,PC,,
Sonic the Hedgehog 2,GEN,,
Cat Quest,NS,7.4,7.5
FlatOut 2,XB,8.3,
Arcana Heart 3: Love Max!!!!!,PSV,,
Rogue Trooper,PS2,8,
Backyard Baseball '09,Wii,1,
Spy Fiction,PS2,7.3,
Mafia,PC,9.2,
Justice League: Chronicles,GBA,3.5,
Paw Patrol on a Roll,XOne,,
Black Mirror 2,PC,,
Doko Demo Issho: Let's Gakkou!,PSP,,
INSIDE / LIMBO Double Pack,PS4,,
M&M's Beach Party,Wii,,
Ride to Hell: Retribution,PS3,,
Test Drive: Ferrari Legends,PS3,,
Tropico 3,PC,8.1,
Conflict: Desert Storm II - Back to Bagdhad,GC,6.9,
The Talos Principle,PS4,8.8,8.2
Top Gun,DS,,
B's-LOG Partyƒ?¦,PSP,,
FIFA Street 2,DS,4.8,
King Arthur,GC,6.6,
Megadimension Neptunia VIIR,PS4,7.1,6.6
The Settlers History Collection,PC,,
Chicken Shoot,GBA,,
Monster Trux Arenas: Special Edition,Wii,,
R.B.I. Baseball 2016,PS4,,
Dai Senryaku VII: Modern Military Tactics,XB,5.8,
Monster High: New Ghoul in School,PS3,,
White Album 2: Shiawase no Mukougawa,PS3,,
Go Go Ackman 3,SNES,8.2,
Check vs. Mate,PS3,,
Uta no Prince-Sama: Repeat Love,PSV,,
Minna de Wai Wai! Spelunker,NS,,
Advance Guardian Heroes,GBA,7,
Get Up and Dance,PS3,,
Riding Stables: The Whitakers present Milton and Friends,3DS,,
Castle of Shikigami III,Wii,7.2,
Pure Farming 2018,PS4,7,6.6
RollerCoaster Tycoon,PC,8.7,9.7
Star X,GBA,4.5,
WarTech: Senko no Ronde,X360,5.1,
Dragon's Dogma: Dark Arisen,XOne,8,8.3
Jerry Rice and Nitus' Dog Football,Wii,7,
City Life: World Edition,PC,,
The King of Fighters Kyo,PS,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,,
Record of Agarest War Mariage,PSP,,
San-X Land: Theme Park de Asobou!,DS,,
Corpse Party: Book of Shadows,PSP,5.8,
Deer Hunter Reloaded,XOne,,
428: Fuusa Sareta Shibuya de,PSP,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,,
To Heart 2 Portable,PSP,,
Runaway: A Twist of Fate,PC,7.9,7.9
Mahjong * Dream C Club,PS3,,
Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,DS,,
Overcooked,XOne,,
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,,
National Geographic Challenge!,PS3,,
Tom Clancy's HAWX,PC,6.7,
True Love Story 3,PS2,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,,
Little Battlers eXperience W,PSV,,
The Smurfs,PS,6,
Strike Force Bowling,XB,4,
Chessmaster,GBA,7.5,
Blood Will Tell: Tezuka Osamu's Dororo,PS2,,
Coraline,DS,,
Aegis of Earth: Protonovus Assault,PSV,,
Hotel Transylvania 3: Monsters Overboard,XOne,,
SPRay,Wii,5.6,
Attack of the Movies 3D,X360,4,
Red Ninja: End of Honor,PS2,4,
Air Conflicts: Secret Wars,PS4,,
The Wolf Among Us,PSV,,
Heavy Rain: Move Edition,PS3,,
Kanuchi: Shiroki Tsubasa no Shou,PS2,,
SX Superstar,XB,3.6,
Katekyoo Hitman Reborn! Battle Arena,PSP,,
Saint Seiya: The Hades,PS2,,
Naruto Shippuuden: Shinobi Retsuden III,DS,,
Saki Portable,PSP,,
Outlaw Tennis,XB,7,
Earthfall,PS4,5.4,5.8
MLB 15: The Show,PSV,,
Langrisser: Re:Incarnation Tensei,3DS,1.5,
Resident Evil 5,XOne,7.5,7.3
Sengoku BASARA Sanada Yukimura-den,PS3,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,PS3,,
Renai Revenge,PSV,,
Thrillville: Off the Rails,DS,4.5,
Battle Rage,Wii,,
Darksiders: Warmastered Edition,XOne,8,8
Igor: The Game,DS,4,
No Rules: Get Phat,GBA,3,
Dead Head Fred,PSP,7.6,
XBLAZE Code: Embryo,PSV,,
Zombi Daisuki,DS,,
Myth Makers: Trixie in Toyland,Wii,1.4,
Sea Monsters: A Prehistoric Adventure,Wii,5,
Secret Files: Tunguska,PC,7.6,
Praetorians,PC,8.9,
The Monkey King: The Legend Begins,Wii,4.5,
Diabolik Lovers: Lunatic Parade,PSV,,
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,,
Valkyria Revolution,XOne,5.6,5.6
Idol Time PriPara: Yume All-Star Live!,3DS,,
Nike+ Kinect Training,X360,,
The Invincible Iron Man,GBA,6.4,
Dance Dance Revolution Disney Mix,PS,,
NASCAR 07,XB,7.5,
Maken Shao: Demon Sword,PS2,,
Casual Mania!,DS,,
Scaler,XB,8,
Super Robot Taisen OG Infinite Battle,PS3,,
BeatMania IIDX 16: Empress + Premium Best,PS2,,
Emergency Room: Real Life Rescues,DS,,
FIFA Soccer 2003 (weekly jp sales),PS2,,
DoraMoji: Nobita no Kanji Daisakusen,3DS,,
High Heat Baseball 2002,PS,,
Metal Gear Solid HD Collection,PSV,9,8.5
Horses 3D,3DS,,
Major League Baseball 2K12,PC,,
James Cameron's Avatar: The Game,PC,6.4,
Puyo Pop Fever,PSP,,
Bloody Roar Extreme,XB,7.3,
Hana to Ikimono Rittai Zukan,3DS,,
Adventure Time: Pirates of the Enchiridion,XOne,,
Dragon Quest X: All in One Package,NS,,
Senran Kagura Burst Re:Newal,PS4,6.5,4.1
Tennis Masters Series 2003,XB,,
Shin Hayarigami,PS3,,
Ebikore+ Amagami,PSV,,
MLB SlugFest 20-04,GC,8,
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,,
Pocket Pool,PSP,3.4,
Lise no Atelier: Ordre no Renkinjutsushi,DS,,
Dragon's Dogma Online,PS3,,
Hero Must Die,PSV,,
Torino 2006,XB,4.4,
Amnesia,PSP,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,,
Anima - Gate of Memories,PS4,,
The Kore Gang,Wii,7,
Great Battle Full Blast,PSP,,
Metal Slug 4 & 5,XB,,
Ar Nosurge: Ode to an Unborn Star,PSV,,
The Sims Deluxe,PC,,
Digimon Rumble Arena 2,GC,7,
Wondership Q,PSV,,
Sine Mora EX,NS,8,7.2
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2.8,
NCIS,PC,,
Doki Doki! Pretty Cure Narikiri Life!,3DS,,
Gravity Falls: Legend of the Gnome Gemulets,3DS,,
Watashi no Relaxuma,DS,,
Phantom Kingdom Portable,PSP,,
Pac-Man World Rally,PSP,,
Challenge Me: Maths Workout,DS,,
Way of the Samurai 2 Portable,PSP,,
One Piece: Great Pirate Colosseum,3DS,,
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,,
You Don't Know Jack,PC,9.2,
Deadliest Warrior: Ancient Combat,X360,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,,
IL-2 Sturmovik: 1946,PC,8.1,
Hellboy: The Science of Evil,PSP,3,
Mortimer Beckett and the Secrets of Spooky Manor,Wii,6.2,
LEGO Indiana Jones: The Original Adventures,PC,8,
Little Busters! Converted Edition,PSP,,
Sengoku Otome: Legend Battle,PSV,,
Fashion Week Jr. Designer,DS,,
Unison: Rebels of Rhythm & Dance,PS2,,
Zoo Quest: Puzzle Fun!,DS,,
Duke Nukem Trilogy: Critical Mass,DS,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,,
WTF: Work Time Fun,PSP,6.4,
Gormiti: The Lords of Nature!,Wii,,
Dungeon Raiders,DS,,
Just Sing! Vol. 2,DS,,
Dark Half,SNES,,
Axiom Verge,PS4,8.4,7.8
Elven Legacy,PC,7.7,
Split/Second,PC,8.5,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,,
Shukufuku no Campanella Portable,PSP,,
Guilty Gear XX Accent Core,Wii,5.9,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,,
Paws & Claws: Regal Resort,DS,,
LEGO Pirates of the Caribbean: The Video Game,PC,7.3,6.9
Chaos;Head - Love Chu*Chu!,PSP,,
Deadliest Warrior: Ancient Combat,PS3,,
Game of Thrones: A Telltale Games Series,XOne,,
Yourself Fitness,PS2,,
Need for Speed: ProStreet,PC,,
Star Trek: Shattered Universe,XB,3.9,
12Riven: The Psi-Climinal of Integral,PS2,,
Battle Spirits: Digital Starter,DS,,
Alia's Carnival! Sacrament,PSV,,
Mazes of Fate DS,DS,,
Game of Thrones: A Telltale Games Series,X360,,
Barnyard,Wii,,
Lionel Trains: On Track,DS,3.5,
Painkiller: Hell & Damnation,PS3,,
WarJetz,PS2,,
Breeding Stud 2,PS,,
Banushi Life Game: Winner's Circle,DS,,
Syberia III,PC,,
Catwoman,GBA,6.1,
Gakuen Hetalia Portable,PSP,,
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,,
Capcom Fighting Evolution,XB,6.8,
Gray Matter,X360,,
MLB 2K12 / NBA 2K12 Combo Pack,X360,,
Bella Sara 2 - The Magic of Drasilmare,3DS,,
Scribblenauts Mega Pack,XOne,,
Unbox: Newbie's Adventure,PS4,,
IGT Slots: Lucky Larry's Lobstermania,PC,,
Novastorm,PS,2,
Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,PSP,,
World Poker Tour,PSP,7,
Prey,PC,8.5,8.1
Metal Gear Solid: Digital Graphic Novel,PSP,7.6,
PopCap Arcade Vol 1,X360,,
Dead Ball Zone,PS,,
Metal Slug XX,PSP,6.9,
NBA In The Zone '99,N64,,
NBA in the Zone 2000,N64,,
Winning Post World 2010,PS3,,
